SEQUENCE ID;PFAM;GBA_AA;GBA_AB;GBA_AC;GBA_AD;GBA_AE;GBA_AF;GBA_AG;GBA_AH;GBA_AI
gba_locus_10199_iso_1_len_1362_ver_2;PF08609.3;2,54;2,10;2,80;1,76;3,09;1,62;2,20;1,85;1,42
gba_locus_1019_iso_5_len_1990_ver_2;PF08100.4;5,89;4,36;5,06;5,14;5,17;5,45;5,30;7,15;6,56
gba_locus_101_iso_5_len_873_ver_2;PF02298.10;7,65;4,42;5,15;7,65;5,39;7,17;7,38;7,81;7,80
gba_locus_10200_iso_1_len_1889_ver_2;PF07542.4;4,15;4,42;4,14;4,06;3,57;4,35;4,27;3,97;5,01
gba_locus_10201_iso_3_len_2249_ver_2;PF07534.9;4,62;3,86;3,98;3,48;3,37;3,21;3,33;4,34;6,03
gba_locus_10202_iso_7_len_1867_ver_2;PF00291.18;5,74;5,83;5,58;5,47;5,25;5,03;5,45;5,28;7,61
gba_locus_10204_iso_1_len_1576_ver_2;PF04504.7;3,00;3,88;3,28;3,16;3,28;2,82;2,67;2,94;3,44
gba_locus_10205_iso_1_len_671_ver_2;not hit found;5,20;5,99;6,17;6,52;5,20;5,51;4,35;6,06;6,03
gba_locus_10206_iso_1_len_1674_ver_2;PF00106.18;4,72;3,68;4,38;3,47;4,49;4,45;4,71;4,51;3,21
gba_locus_10207_iso_3_len_977_ver_2;not hit found;4,21;3,95;3,92;3,32;2,97;5,12;5,14;3,21;4,69
gba_locus_10208_iso_1_len_859_ver_2;PF01535.13;1,76;2,28;2,00;0,90;2,61;2,40;2,41;2,37;3,42
gba_locus_10209_iso_1_len_1352_ver_2;PF00644.13;2,60;2,41;2,62;1,91;1,90;2,39;2,60;1,93;3,40
gba_locus_1020_iso_1_len_2132_ver_2;PF00400.25;4,19;4,41;4,44;3,81;4,13;4,37;4,58;4,87;4,63
gba_locus_10210_iso_3_len_2802_ver_2;PF00415.11;4,64;4,44;4,27;3,16;4,19;3,75;3,51;5,23;3,79
gba_locus_10211_iso_1_len_2049_ver_2;PF00400.25;3,05;3,43;3,01;2,84;3,13;2,66;2,71;3,42;3,01
gba_locus_10212_iso_1_len_2083_ver_2;not hit found;0,73;-0,13;0,00;0,69;-0,59;2,95;2,88;-0,88;-0,23
gba_locus_10213_iso_1_len_772_ver_2;PF00069.18;0,34;0,00;-0,45;-1,05;0,00;4,13;4,39;0,00;0,00
gba_locus_10214_iso_1_len_888_ver_2;not hit found;4,11;2,74;3,39;1,77;2,23;4,94;5,64;2,34;3,34
gba_locus_10215_iso_4_len_4611_ver_2;PF00501.21;2,49;3,86;2,52;2,76;2,11;2,38;2,04;1,70;5,93
gba_locus_10217_iso_1_len_315_ver_2;not hit found;0,00;0,00;0,00;0,00;0,00;0,00;1,17;0,00;0,00
gba_locus_1021_iso_3_len_997_ver_2;PF10664.2;5,20;4,46;3,79;1,45;1,86;7,68;6,98;2,41;3,12
gba_locus_10220_iso_3_len_2416_ver_2;PF00023.23;4,92;5,50;5,44;4,78;4,99;5,21;4,90;5,82;4,80
gba_locus_10221_iso_1_len_350_ver_2;not hit found;0,00;0,00;0,00;0,00;1,81;0,00;0,00;0,00;0,00
gba_locus_10222_iso_1_len_279_ver_2;PF00076.15;3,61;3,36;4,31;3,17;3,23;3,70;4,27;4,30;3,31
gba_locus_10223_iso_1_len_605_ver_2;not hit found;1,11;0,00;0,00;0,00;0,00;3,16;3,35;0,00;3,83
gba_locus_10224_iso_1_len_928_ver_2;not hit found;4,28;4,29;4,45;3,63;4,19;4,05;3,94;3,67;3,57
gba_locus_10225_iso_1_len_2034_ver_2;PF00892.13;4,75;5,49;5,13;5,47;5,17;4,78;3,73;2,90;1,15
gba_locus_10226_iso_1_len_1954_ver_2;PF01008.10;4,29;4,27;4,36;3,91;4,05;4,53;4,50;4,43;4,11
gba_locus_10227_iso_1_len_638_ver_2;PF00248.14;4,91;4,73;4,52;2,98;3,34;5,21;4,78;2,69;2,90
gba_locus_10228_iso_1_len_360_ver_2;not hit found;7,53;7,70;7,53;7,60;7,94;6,95;7,44;7,87;7,85
gba_locus_10229_iso_3_len_2215_ver_2;PF03092.9;3,57;4,48;4,37;2,99;3,81;3,67;4,03;2,46;5,52
gba_locus_1022_iso_2_len_1910_ver_2;not hit found;4,74;2,91;2,99;0,71;4,93;5,64;6,26;3,81;2,39
gba_locus_10230_iso_1_len_470_ver_2;not hit found;1,38;2,28;2,87;1,33;2,77;3,27;2,16;0,00;0,00
gba_locus_10231_iso_1_len_826_ver_2;not hit found;1,28;2,86;3,61;4,51;4,14;0,00;0,00;0,98;0,42
gba_locus_10232_iso_1_len_1887_ver_2;not hit found;3,19;2,80;2,77;2,43;2,56;2,12;2,03;2,94;1,94
gba_locus_10233_iso_3_len_1951_ver_2;PF01121.13;3,31;3,26;3,36;2,85;2,93;2,38;2,67;3,17;2,21
gba_locus_10234_iso_1_len_787_ver_2;PF10249.2;5,99;5,04;5,73;5,08;5,52;4,92;5,35;5,30;4,26
gba_locus_10235_iso_5_len_1235_ver_2;not hit found;3,74;2,25;4,11;3,19;5,42;3,21;3,32;3,94;1,73
gba_locus_10236_iso_1_len_1789_ver_2;PF03095.8;5,49;5,40;4,87;4,55;4,91;4,61;4,97;5,86;5,66
gba_locus_10237_iso_2_len_2161_ver_2;PF04055.14;3,48;2,88;3,23;2,01;2,90;4,79;5,09;2,75;3,17
gba_locus_10238_iso_1_len_2450_ver_2;PF10250.2;2,36;2,42;2,86;1,61;2,44;2,08;2,27;2,08;2,38
gba_locus_10239_iso_4_len_2834_ver_2;PF00641.11;3,06;3,51;3,43;3,07;3,25;3,04;3,13;3,64;6,19
gba_locus_1023_iso_2_len_1489_ver_2;not hit found;6,42;6,26;6,27;5,95;6,24;5,40;5,72;6,30;7,17
gba_locus_10240_iso_1_len_1005_ver_2;PF03266.8;3,29;3,88;3,82;3,43;3,15;3,30;3,57;2,32;3,59
gba_locus_10241_iso_4_len_1119_ver_2;PF01221.11;2,32;2,39;2,36;2,27;2,19;3,75;4,27;3,69;0,00
gba_locus_10242_iso_5_len_1450_ver_2;not hit found;5,78;6,06;5,95;5,60;5,66;5,13;5,14;5,55;6,27
gba_locus_10243_iso_3_len_2139_ver_2;PF02178.12;2,70;3,57;3,79;2,72;3,15;2,70;3,57;3,62;4,21
gba_locus_10244_iso_6_len_3163_ver_2;not hit found;4,82;4,75;4,68;3,91;4,54;3,90;4,59;5,81;4,88
gba_locus_10245_iso_6_len_514_ver_2;not hit found;2,14;5,36;3,00;4,50;4,35;3,82;2,77;2,84;0,00
gba_locus_10246_iso_2_len_1902_ver_2;PF00201.11;5,50;5,25;5,39;6,90;7,51;6,19;5,89;5,53;5,02
gba_locus_10247_iso_3_len_1791_ver_2;PF05023.7;3,58;3,27;2,99;2,97;3,51;3,39;3,42;3,43;3,39
gba_locus_10248_iso_1_len_758_ver_2;not hit found;6,45;5,07;6,52;5,65;6,02;4,59;5,37;4,80;5,00
gba_locus_10249_iso_1_len_4785_ver_2;not hit found;2,70;3,19;2,91;2,16;2,94;2,54;2,43;3,12;3,33
gba_locus_1024_iso_2_len_723_ver_2;not hit found;5,63;5,13;4,88;3,84;4,12;8,93;8,34;4,87;4,60
gba_locus_10250_iso_1_len_964_ver_2;not hit found;1,64;2,91;1,45;-0,38;0,94;-0,25;0,00;0,00;0,00
gba_locus_10251_iso_1_len_1821_ver_2;PF00069.18;3,61;4,05;4,05;3,42;3,56;3,95;3,35;4,70;4,27
gba_locus_10252_iso_1_len_800_ver_2;PF00097.18;3,29;1,25;2,95;0,00;0,00;2,90;3,50;5,76;-0,03
gba_locus_10253_iso_1_len_1869_ver_2;PF03824.9;4,12;4,89;4,47;4,00;4,24;4,39;4,57;4,42;4,60
gba_locus_10254_iso_1_len_1428_ver_2;not hit found;0,03;0,82;1,35;0,89;1,18;0,32;1,16;1,26;1,07
gba_locus_10255_iso_1_len_1077_ver_2;PF00241.13;3,38;3,10;2,37;2,52;2,79;3,55;3,27;2,74;3,13
gba_locus_10256_iso_2_len_1788_ver_2;PF04749.10;3,93;3,62;4,09;3,18;3,34;3,48;2,93;3,26;3,53
gba_locus_10257_iso_1_len_961_ver_2;PF08031.5;2,84;0,00;0,00;-0,27;1,88;1,22;0,94;2,13;0,00
gba_locus_10259_iso_1_len_2290_ver_2;PF00023.23;-0,13;0,09;-0,93;0,16;0,59;-0,48;-0,97;2,34;2,19
gba_locus_1025_iso_6_len_3249_ver_2;PF07724.7;4,44;4,55;4,39;3,52;4,46;5,69;5,67;4,69;4,33
gba_locus_10260_iso_7_len_1600_ver_2;PF03168.6;7,45;6,60;8,21;7,69;7,45;5,20;5,21;6,01;8,46
gba_locus_10261_iso_1_len_6367_ver_2;PF04182.5;2,84;3,35;3,47;2,90;2,96;2,56;2,61;3,68;2,62
gba_locus_10264_iso_2_len_2050_ver_2;PF01409.13;4,59;4,61;4,92;4,01;4,59;3,63;3,87;4,43;4,85
gba_locus_10265_iso_4_len_3454_ver_2;PF03470.7;3,58;4,58;4,52;3,54;3,63;3,65;3,95;4,43;3,91
gba_locus_10266_iso_1_len_1378_ver_2;PF03171.13;2,59;2,22;3,08;1,75;2,65;2,97;3,53;2,23;2,40
gba_locus_10267_iso_1_len_3832_ver_2;PF10475.2;3,09;3,55;3,44;2,78;3,38;2,96;3,13;3,17;3,23
gba_locus_10268_iso_1_len_1011_ver_2;PF00582.19;1,55;0,00;0,00;0,49;3,72;4,78;3,81;-0,05;0,00
gba_locus_10269_iso_4_len_2511_ver_2;PF00875.11;4,33;2,42;2,66;0,79;2,31;4,94;5,01;4,31;3,40
gba_locus_1026_iso_1_len_757_ver_2;not hit found;6,51;3,99;5,15;-0,26;2,34;8,07;7,69;3,01;2,30
gba_locus_10270_iso_4_len_1664_ver_2;not hit found;10,01;9,10;10,06;8,18;10,45;8,44;8,65;10,56;8,75
gba_locus_10272_iso_1_len_1263_ver_2;PF02330.9;3,74;4,57;4,31;5,54;4,78;2,30;3,17;4,16;4,72
gba_locus_10273_iso_2_len_2773_ver_2;PF00646.26;2,95;3,22;3,44;2,74;3,83;2,53;2,80;3,38;3,35
gba_locus_10274_iso_1_len_460_ver_2;not hit found;1,79;0,00;0,00;0,00;0,00;2,22;2,15;0,00;1,40
gba_locus_10275_iso_1_len_3380_ver_2;not hit found;3,04;4,21;3,58;3,47;3,43;3,11;2,53;3,06;3,15
gba_locus_10276_iso_2_len_2723_ver_2;PF00153.20;3,79;3,22;3,68;3,24;3,68;3,14;3,43;4,52;2,11
gba_locus_10277_iso_1_len_1467_ver_2;PF05739.12;5,97;5,59;5,99;5,79;5,10;4,36;4,91;4,99;6,21
gba_locus_10278_iso_7_len_1743_ver_2;PF01937.12;4,64;4,97;4,68;4,13;4,45;4,25;4,31;4,26;3,74
gba_locus_10279_iso_1_len_830_ver_2;not hit found;2,15;2,33;2,36;0,73;1,23;3,53;3,89;1,89;2,18
gba_locus_1027_iso_1_len_3737_ver_2;PF08699.3;4,71;5,18;4,21;5,13;5,58;5,77;3,65;4,68;5,05
gba_locus_10280_iso_1_len_337_ver_2;not hit found;6,54;4,09;4,51;6,07;5,22;6,41;6,31;4,28;7,14
gba_locus_10281_iso_1_len_2756_ver_2;PF00365.13;4,66;5,30;5,17;4,53;4,96;4,11;4,53;5,47;6,47
gba_locus_10282_iso_2_len_882_ver_2;not hit found;6,83;6,06;6,37;6,37;6,03;5,55;5,51;6,49;5,89
gba_locus_10283_iso_3_len_1349_ver_2;PF01535.13;1,82;1,27;1,74;1,24;1,35;3,24;3,12;2,82;1,96
gba_locus_10285_iso_6_len_2627_ver_2;PF05450.8;6,02;5,72;6,12;5,45;5,91;5,41;5,56;6,60;6,07
gba_locus_10286_iso_3_len_4843_ver_2;not hit found;3,02;3,20;3,13;2,51;3,16;2,28;2,18;3,37;4,12
gba_locus_10287_iso_3_len_2902_ver_2;PF00483.16;4,05;4,20;4,01;3,81;4,16;4,06;3,91;4,16;3,74
gba_locus_10289_iso_1_len_2166_ver_2;not hit found;3,90;3,78;4,54;3,58;4,69;3,36;3,73;3,56;3,76
gba_locus_1028_iso_4_len_2220_ver_2;PF00069.18;5,70;6,32;6,08;5,67;5,72;6,42;6,15;6,25;4,90
gba_locus_10290_iso_1_len_1027_ver_2;PF00125.17;4,26;3,96;4,85;3,81;4,18;2,64;2,80;3,68;4,17
gba_locus_10291_iso_1_len_1029_ver_2;PF07714.10;1,18;0,50;1,71;1,75;2,45;5,14;3,62;1,36;-0,54
gba_locus_10292_iso_1_len_1040_ver_2;not hit found;3,86;3,30;3,57;3,59;3,68;2,27;2,23;2,50;3,32
gba_locus_10293_iso_1_len_1132_ver_2;PF01535.13;0,65;1,52;1,75;1,49;1,26;2,37;3,07;2,29;3,33
gba_locus_10294_iso_10_len_2251_ver_2;PF00293.21;6,01;4,95;4,02;5,83;4,51;5,13;4,23;4,50;5,90
gba_locus_10295_iso_1_len_2291_ver_2;not hit found;4,09;5,55;3,45;6,61;5,28;4,30;3,68;4,33;4,15
gba_locus_10296_iso_2_len_1787_ver_2;PF00013.22;3,73;4,52;3,43;3,51;3,70;3,32;3,02;4,28;4,30
gba_locus_10297_iso_4_len_353_ver_2;not hit found;1,97;1,14;3,51;2,02;4,98;2,40;1,99;2,46;1,34
gba_locus_10298_iso_1_len_1939_ver_2;PF00643.17;1,75;2,82;1,98;1,90;1,37;2,57;1,29;2,66;5,43
gba_locus_10299_iso_1_len_2343_ver_2;PF04542.7;3,55;3,41;2,95;2,11;2,31;4,60;4,61;3,10;3,30
gba_locus_1029_iso_1_len_1444_ver_2;PF01535.13;1,14;1,72;1,75;-0,04;1,56;1,33;1,14;1,81;1,31
gba_locus_102_iso_1_len_282_ver_2;not hit found;4,53;4,65;3,55;1,25;2,88;6,81;4,81;5,05;0,00
gba_locus_10300_iso_1_len_2064_ver_2;PF01080.10;4,20;3,87;4,29;3,85;4,13;3,69;4,13;4,89;3,17
gba_locus_10301_iso_1_len_1860_ver_2;PF01764.18;2,80;2,92;2,61;2,16;2,34;2,59;2,81;2,70;2,48
gba_locus_10302_iso_1_len_1100_ver_2;PF03870.8;5,36;5,39;5,54;4,95;4,88;4,50;4,83;4,83;4,29
gba_locus_10303_iso_3_len_4169_ver_2;PF08424.3;2,77;3,46;3,01;2,80;3,01;2,20;2,25;2,98;5,52
gba_locus_10304_iso_2_len_911_ver_2;PF01248.19;5,58;5,20;5,61;4,75;5,36;4,94;5,19;4,69;4,89
gba_locus_10305_iso_5_len_2145_ver_2;PF00665.19;5,16;3,10;5,47;4,02;7,88;4,20;4,31;5,06;2,71
gba_locus_10306_iso_4_len_1873_ver_2;PF00226.24;4,83;4,49;5,74;1,49;3,73;0,06;3,09;1,31;6,39
gba_locus_10307_iso_1_len_2043_ver_2;PF00400.25;4,32;4,78;4,34;4,02;4,29;4,19;4,51;4,37;5,31
gba_locus_10308_iso_1_len_1218_ver_2;not hit found;4,77;3,50;4,17;5,21;4,62;3,35;3,22;3,41;2,68
gba_locus_10309_iso_1_len_2722_ver_2;PF07714.10;3,62;5,09;4,89;3,26;4,74;3,63;3,42;4,34;2,14
gba_locus_1030_iso_3_len_1160_ver_2;not hit found;5,55;5,32;5,85;4,72;5,25;5,79;5,95;4,38;2,98
gba_locus_10310_iso_1_len_906_ver_2;PF04828.7;2,76;4,59;4,23;3,75;2,93;2,53;1,78;2,31;4,94
gba_locus_10311_iso_5_len_2827_ver_2;PF00642.17;5,14;5,23;4,86;4,99;4,82;4,54;4,81;5,60;6,75
gba_locus_10312_iso_1_len_751_ver_2;not hit found;5,97;4,76;6,08;5,68;5,67;4,45;4,93;4,50;4,74
gba_locus_10313_iso_1_len_4988_ver_2;PF00069.18;3,14;1,99;2,83;2,16;3,20;-0,02;0,20;3,70;1,02
gba_locus_10314_iso_1_len_1584_ver_2;PF07939.4;5,64;4,35;4,48;4,67;4,52;5,88;5,19;5,14;4,95
gba_locus_10315_iso_4_len_3856_ver_2;PF02705.9;5,01;5,94;5,47;4,69;4,67;3,31;3,98;4,94;6,81
gba_locus_10316_iso_6_len_2690_ver_2;not hit found;5,45;5,36;5,21;5,04;4,70;4,77;4,90;5,27;6,29
gba_locus_10317_iso_3_len_2254_ver_2;PF00153.20;3,22;2,62;3,15;2,40;3,59;2,76;3,27;3,12;3,12
gba_locus_10318_iso_3_len_3141_ver_2;PF11904.1;3,92;4,04;4,64;3,30;4,70;3,64;4,48;5,35;3,71
gba_locus_1031_iso_6_len_4890_ver_2;PF00400.25;4,12;5,08;4,83;3,99;4,55;4,38;3,83;4,89;4,07
gba_locus_10320_iso_4_len_1470_ver_2;PF00892.13;4,24;4,80;4,72;4,12;4,35;3,69;3,61;3,74;5,67
gba_locus_10321_iso_3_len_4848_ver_2;PF00076.15;3,40;4,67;4,13;3,41;3,61;3,54;4,03;3,21;4,32
gba_locus_10322_iso_2_len_531_ver_2;not hit found;5,27;5,74;5,52;3,44;3,72;6,83;6,12;4,03;4,68
gba_locus_10323_iso_1_len_3237_ver_2;PF00270.22;2,43;3,07;2,73;2,26;2,57;2,12;2,05;3,25;3,91
gba_locus_10324_iso_3_len_3505_ver_2;PF00847.13;4,39;3,82;4,40;4,44;4,20;3,40;3,87;3,21;4,99
gba_locus_10325_iso_1_len_1536_ver_2;not hit found;4,35;4,24;4,71;3,74;4,25;4,38;4,87;4,08;4,03
gba_locus_10326_iso_4_len_1931_ver_2;PF02893.13;5,08;5,65;5,30;4,99;5,03;5,09;5,17;5,11;4,99
gba_locus_10327_iso_3_len_930_ver_2;PF04438.9;4,44;4,46;4,48;3,89;4,16;4,05;4,30;4,23;4,20
gba_locus_10328_iso_1_len_2914_ver_2;PF03547.11;4,13;3,47;3,88;1,29;2,91;0,63;-1,56;4,55;2,58
gba_locus_10329_iso_1_len_2246_ver_2;PF01529.13;5,21;5,16;5,60;4,77;5,48;4,45;4,92;5,79;4,55
gba_locus_1032_iso_7_len_1827_ver_2;not hit found;2,75;3,50;3,33;3,10;3,18;3,60;3,66;3,82;4,53
gba_locus_10330_iso_1_len_1319_ver_2;not hit found;3,95;4,24;4,20;3,79;3,55;2,97;3,22;3,27;4,43
gba_locus_10331_iso_1_len_1605_ver_2;not hit found;1,43;2,10;1,58;-0,52;0,04;2,01;1,27;0,50;-0,33
gba_locus_10332_iso_4_len_2030_ver_2;PF01086.10;5,47;6,03;5,80;5,68;5,77;4,37;4,66;4,92;6,27
gba_locus_10333_iso_1_len_620_ver_2;not hit found;5,68;4,97;5,95;5,36;5,00;5,89;6,14;4,92;4,72
gba_locus_10334_iso_6_len_3204_ver_2;PF04100.5;4,38;4,57;4,73;4,11;4,64;4,12;4,30;4,82;4,67
gba_locus_10335_iso_1_len_1039_ver_2;PF01423.15;5,78;5,35;5,75;4,82;5,42;4,58;4,89;4,38;3,80
gba_locus_10336_iso_1_len_677_ver_2;not hit found;2,77;1,13;2,45;0,00;1,89;3,32;3,91;3,49;0,09
gba_locus_10337_iso_1_len_3977_ver_2;PF06733.8;2,06;2,13;1,74;1,65;2,06;1,27;1,04;2,52;3,04
gba_locus_10338_iso_1_len_360_ver_2;not hit found;1,18;0,00;2,16;0,00;0,00;0,00;1,96;0,00;0,00
gba_locus_1033_iso_1_len_2754_ver_2;PF01384.13;4,20;2,57;2,69;-0,11;1,19;6,60;6,66;2,32;0,25
gba_locus_10340_iso_1_len_323_ver_2;not hit found;2,25;2,61;1,58;0,00;0,00;2,64;1,26;3,21;2,25
gba_locus_10342_iso_1_len_1903_ver_2;PF10288.2;3,19;3,72;3,32;2,82;3,17;3,42;3,42;3,44;3,58
gba_locus_10343_iso_1_len_2222_ver_2;PF01425.14;4,26;3,64;3,42;3,04;3,06;4,78;4,86;3,74;4,17
gba_locus_10344_iso_1_len_5707_ver_2;PF07522.7;0,86;1,82;1,58;1,53;1,95;0,52;0,70;2,08;3,37
gba_locus_10345_iso_7_len_384_ver_2;not hit found;4,34;2,07;4,85;3,42;6,95;4,04;3,98;4,69;2,60
gba_locus_10346_iso_1_len_1603_ver_2;not hit found;0,96;1,13;1,33;0,66;1,26;0,94;1,62;1,50;1,11
gba_locus_10347_iso_1_len_1381_ver_2;PF02362.14;1,16;2,29;1,09;0,84;1,47;1,10;1,23;1,51;1,45
gba_locus_10348_iso_1_len_4909_ver_2;PF00628.22;4,02;4,29;4,25;3,95;4,31;3,13;3,17;4,05;5,05
gba_locus_10349_iso_3_len_2072_ver_2;PF00892.13;3,03;2,68;2,94;3,28;3,37;4,24;4,14;4,10;3,06
gba_locus_1034_iso_2_len_709_ver_2;PF00574.16;6,55;5,75;5,91;4,88;5,11;8,96;8,66;5,49;5,07
gba_locus_10350_iso_2_len_1217_ver_2;not hit found;3,61;3,96;3,88;3,20;3,52;3,95;3,65;3,47;3,65
gba_locus_10351_iso_1_len_2350_ver_2;PF01925.12;3,70;0,00;0,00;-0,40;0,44;3,51;5,40;1,72;2,19
gba_locus_10352_iso_1_len_346_ver_2;PF01535.13;0,00;0,00;0,00;0,00;0,00;1,32;2,31;0,76;0,00
gba_locus_10353_iso_4_len_1949_ver_2;PF00332.11;5,19;4,06;4,95;5,11;4,69;2,59;3,23;5,95;2,54
gba_locus_10354_iso_4_len_1349_ver_2;not hit found;6,19;6,65;6,28;5,56;5,50;5,66;5,57;5,54;7,37
gba_locus_10355_iso_4_len_3552_ver_2;not hit found;4,26;4,68;4,26;3,54;3,52;3,33;3,12;2,98;5,02
gba_locus_10356_iso_3_len_1273_ver_2;not hit found;4,22;4,94;4,31;3,98;3,76;4,73;4,83;3,48;3,86
gba_locus_10357_iso_1_len_1851_ver_2;PF01926.16;4,54;3,63;3,84;2,53;3,31;5,00;4,78;3,43;2,75
gba_locus_10358_iso_1_len_1310_ver_2;PF02466.12;4,36;4,10;4,21;3,91;3,90;4,37;4,48;4,16;3,55
gba_locus_10359_iso_6_len_2295_ver_2;not hit found;5,36;6,09;5,64;5,18;4,99;4,79;5,41;6,00;3,50
gba_locus_1035_iso_1_len_2503_ver_2;PF00097.18;1,79;2,36;2,59;2,10;2,43;1,05;1,47;2,58;2,08
gba_locus_10360_iso_3_len_1840_ver_2;PF04882.5;2,67;3,33;2,89;1,92;2,39;2,70;2,38;2,31;2,59
gba_locus_10361_iso_5_len_5744_ver_2;not hit found;3,59;4,08;3,92;3,41;3,96;3,17;3,35;4,37;3,75
gba_locus_10362_iso_6_len_3205_ver_2;PF03847.6;3,82;4,49;3,79;3,46;4,15;4,32;4,12;4,84;5,33
gba_locus_10363_iso_1_len_2046_ver_2;PF02536.7;2,86;2,75;3,00;1,78;2,78;2,98;2,95;3,06;1,56
gba_locus_10364_iso_3_len_1654_ver_2;PF00627.24;5,83;6,12;5,94;5,62;5,60;5,57;5,56;5,89;5,74
gba_locus_10366_iso_2_len_4720_ver_2;PF00176.16;2,79;3,02;3,09;1,90;3,16;3,73;3,36;3,23;2,43
gba_locus_10367_iso_3_len_334_ver_2;PF01535.13;0,88;1,50;1,48;1,01;1,53;2,22;2,47;1,85;1,54
gba_locus_10368_iso_1_len_1350_ver_2;PF01453.17;3,57;-0,79;-1,15;1,25;1,96;2,82;2,11;0,61;0,46
gba_locus_10369_iso_1_len_3062_ver_2;PF01852.12;4,70;4,65;4,75;3,74;4,45;5,18;5,23;4,63;3,51
gba_locus_1036_iso_2_len_2472_ver_2;PF08263.5;4,57;3,13;3,35;2,79;2,86;4,77;4,19;4,54;1,56
gba_locus_10371_iso_1_len_672_ver_2;not hit found;0,69;1,08;0,68;0,16;0,68;1,24;1,28;0,73;0,73
gba_locus_10372_iso_2_len_1136_ver_2;PF01535.13;0,85;1,29;1,78;0,54;2,04;1,74;2,01;1,84;2,16
gba_locus_10373_iso_4_len_598_ver_2;PF00686.12;9,46;9,00;9,55;7,29;7,99;7,31;8,22;8,48;6,52
gba_locus_10374_iso_1_len_2260_ver_2;PF02485.14;4,44;4,30;4,24;3,76;4,31;2,93;3,55;4,44;6,02
gba_locus_10375_iso_6_len_1049_ver_2;PF00036.25;7,44;6,95;6,75;7,99;7,18;5,44;5,46;6,60;7,18
gba_locus_10376_iso_3_len_3629_ver_2;PF04784.7;2,26;2,83;3,23;1,92;3,05;3,34;2,67;2,90;0,19
gba_locus_10377_iso_1_len_1129_ver_2;PF01585.16;3,68;3,88;3,68;3,33;3,39;3,51;3,33;2,92;3,65
gba_locus_10378_iso_1_len_1768_ver_2;PF02517.9;2,62;2,27;2,54;1,65;1,88;2,44;3,02;1,41;0,73
gba_locus_10379_iso_2_len_4327_ver_2;PF07714.10;4,13;5,26;5,23;3,96;4,66;3,89;3,85;4,78;4,53
gba_locus_1037_iso_9_len_4675_ver_2;PF01301.12;6,75;5,55;6,62;5,26;6,20;3,76;5,97;6,08;3,06
gba_locus_10381_iso_5_len_4991_ver_2;PF05904.4;2,25;3,45;3,43;1,60;3,57;2,40;2,39;1,05;2,42
gba_locus_10382_iso_1_len_2000_ver_2;not hit found;4,90;4,05;4,46;3,53;4,03;4,50;4,35;4,44;4,43
gba_locus_10383_iso_7_len_945_ver_2;not hit found;0,11;0,21;0,78;0,12;0,83;-0,01;1,14;1,14;1,75
gba_locus_10384_iso_1_len_2128_ver_2;not hit found;3,66;3,60;3,51;3,39;3,72;1,66;2,05;3,62;3,31
gba_locus_10385_iso_7_len_1776_ver_2;PF02453.10;4,62;3,26;3,32;2,51;2,72;3,92;4,50;4,18;7,83
gba_locus_10386_iso_1_len_4449_ver_2;not hit found;3,20;3,02;3,31;2,44;3,24;4,01;4,19;4,10;3,29
gba_locus_10387_iso_1_len_387_ver_2;not hit found;0,00;0,00;0,00;1,84;0,00;0,00;0,00;0,00;1,50
gba_locus_10388_iso_3_len_1821_ver_2;PF03088.9;4,50;4,47;4,13;4,24;4,20;4,63;4,27;4,60;4,59
gba_locus_10389_iso_1_len_1719_ver_2;not hit found;4,73;5,43;5,04;4,60;4,97;5,64;5,46;5,12;5,57
gba_locus_1038_iso_6_len_2094_ver_2;PF01926.16;4,94;5,49;4,02;4,17;2,79;7,14;6,31;4,79;5,21
gba_locus_10390_iso_2_len_1574_ver_2;PF00400.25;4,59;4,84;4,72;4,64;4,86;5,02;4,59;4,36;4,76
gba_locus_10391_iso_3_len_1155_ver_2;not hit found;5,21;5,16;5,28;3,15;4,69;5,12;5,07;4,65;5,24
gba_locus_10392_iso_5_len_2663_ver_2;PF00415.11;5,38;6,02;6,06;5,06;5,53;4,49;4,29;6,96;4,67
gba_locus_10393_iso_5_len_3975_ver_2;PF00773.12;2,89;3,32;2,85;2,54;2,65;4,46;4,44;3,00;4,07
gba_locus_10394_iso_6_len_2879_ver_2;PF00023.23;1,20;2,42;1,61;1,09;0,40;1,44;1,00;1,41;5,55
gba_locus_10395_iso_3_len_2601_ver_2;PF07817.6;3,00;3,65;2,87;3,28;2,91;2,25;2,32;3,18;4,25
gba_locus_10396_iso_1_len_864_ver_2;not hit found;4,59;3,91;4,52;2,29;2,82;6,79;6,84;3,53;3,03
gba_locus_10397_iso_4_len_1179_ver_2;not hit found;3,44;3,78;4,13;2,98;3,64;2,66;3,40;3,29;3,59
gba_locus_10398_iso_1_len_1321_ver_2;not hit found;3,17;3,76;3,50;3,60;3,21;3,10;3,19;3,26;3,94
gba_locus_10399_iso_6_len_3258_ver_2;PF08323.4;3,91;4,84;4,45;3,85;4,05;4,50;4,72;4,23;4,19
gba_locus_1039_iso_3_len_2428_ver_2;PF06045.4;4,45;5,03;4,62;4,27;4,47;4,30;4,26;4,55;5,33
gba_locus_103_iso_1_len_1342_ver_2;PF06916.6;5,79;5,35;5,40;4,84;4,35;8,07;8,44;4,76;5,16
gba_locus_10400_iso_1_len_2401_ver_2;PF00026.16;4,44;3,84;4,20;6,63;6,37;3,81;2,57;4,14;2,64
